,, Energy, RxCoord,,X1,,,Y1,,,Z1
,4,-1.40529,-0.00000,-3.68962,-0.71216,-0.00000
,5,-1.40638,-0.00000,-3.68888,-0.71383,-0.00000
,6,-1.40760,-0.00000,-3.68831,-0.71550,-0.00000
,7,-1.40893,-0.00000,-3.68796,-0.71714,-0.00000
,8,-1.41037,-0.00000,-3.68786,-0.71877,-0.00000
,9,-1.41189,-0.00000,-3.68807,-0.72040,-0.00000
,,,X7,,,Y7,,,Z7,,,X8,,,Y8
,1,-3.70996,0.68224,-0.00000,-2.49849,1.37280
,2,-3.70805,0.68149,-0.00000,-2.49673,1.37278
,3,-3.70612,0.68073,-0.00000,-2.49504,1.37275
,4,-3.70415,0.67995,-0.00000,-2.49342,1.37275
,5,-3.70214,0.67913,-0.00000,-2.49188,1.37277
,6,-3.70011,0.67825,-0.00000,-2.49040,1.37283
,7,-3.69808,0.67730,-0.00000,-2.48900,1.37288
,8,-3.69610,0.67629,-0.00000,-2.48766,1.37290
,9,-3.69426,0.67518,-0.00000,-2.48640,1.37278
,,,Z8,,,X9,,,Y9,,,Z9,,,X10
,1,-0.00000,-0.00000,1.46668,0.00000,0.00000
,2,0.00000,0.00083,1.46675,0.00000,-0.00313
,3,0.00000,0.00169,1.46698,0.00000,-0.00628
,4,0.00000,0.00259,1.46737,0.00000,-0.00946
,5,0.00000,0.00355,1.46791,0.00000,-0.01266
,6,0.00000,0.00460,1.46856,0.00000,-0.01589
,7,0.00000,0.00575,1.46932,0.00000,-0.01910
,8,0.00000,0.00700,1.47017,0.00000,-0.02226
,9,0.00000,0.00833,1.47112,0.00000,-0.02526
,,,Y10,, Z10,, X11,, Y11,, Z11
,1,-1.42453,0.00000,1.26462,0.68733,0.00000
,2,-1.42454,-0.00000,1.26358,0.68608,0.00000
,3,-1.42457,-0.00000,1.26259,0.68482,0.00000
,4,-1.42463,-0.00000,1.26172,0.68356,0.00000
,5,-1.42471,-0.00000,1.26101,0.68235,0.00000
,6,-1.42481,-0.00000,1.26050,0.68121,0.00000
,7,-1.42494,-0.00000,1.26024,0.68021,0.00000
,8,-1.42506,-0.00000,1.26022,0.67940,0.00000
,9,-1.42511,-0.00000,1.26051,0.67891,-0.00000
,,,X12,, Y12,, Z12,, X13,, Y13
,1,1.24056,-0.72346,0.00000,-1.26462,0.68733
,2,1.23977,-0.72325,-0.00000,-1.26567,0.68855
,3,1.23891,-0.72306,0.00000,-1.26668,0.68971
,4,1.23792,-0.72288,0.00000,-1.26757,0.69081
,5,1.23677,-0.72274,0.00000,-1.26830,0.69184
,6,1.23545,-0.72263,0.00000,-1.26882,0.69280
,7,1.23395,-0.72254,0.00000,-1.26911,0.69366
,8,1.23231,-0.72240,0.00000,-1.26916,0.69443
,9,1.23059,-0.72209,-0.00000,-1.26900,0.69506
,,,Z13,, X14,, Y14,, Z14,, X15
,1,-0.00000,-1.24056,-0.72346,-0.00000,2.49502
,2,0.00000,-1.24134,-0.72368,0.00000,2.49558
,3,0.00000,-1.24216,-0.72389,0.00000,2.49618
,4,0.00000,-1.24306,-0.72408,0.00000,2.49679
,5,0.00000,-1.24410,-0.72424,0.00000,2.49743
,6,0.00000,-1.24530,-0.72438,0.00000,2.49808
,7,0.00000,-1.24666,-0.72450,0.00000,2.49879
,8,0.00000,-1.24816,-0.72462,0.00000,2.49963
,9,0.00000,-1.24976,-0.72478,0.00000,2.50084
,,,Y15,, Z15,, X16,, Y16,, Z16
,1,2.45813,0.00000,4.64714,1.22293,0.00000
,2,2.45818,-0.00000,4.64899,1.22365,-0.00000
,3,2.45819,-0.00000,4.65088,1.22438,-0.00000
,4,2.45814,-0.00000,4.65285,1.22515,-0.00000
,5,2.45802,-0.00000,4.65494,1.22597,-0.00000
,6,2.45783,-0.00000,4.65715,1.22680,-0.00000
,7,2.45760,-0.00000,4.65949,1.22762,-0.00000
,8,2.45734,-0.00000,4.66199,1.22833,-0.00000
,9,2.45714,-0.00000,4.66470,1.22874,-0.00000
,,,X17,, Y17,, Z17,, X18,, Y18
,1,4.61986,-1.26659,0.00000,2.47359,-2.48723
,2,4.62007,-1.26640,-0.00000,2.47253,-2.48648
,3,4.62025,-1.26624,-0.00000,2.47149,-2.48569
,4,4.62036,-1.26612,-0.00000,2.47048,-2.48484
,5,4.62035,-1.26608,0.00000,2.46953,-2.48389
,6,4.62017,-1.26615,0.00000,2.46866,-2.48283
,7,4.61978,-1.26637,0.00000,2.46786,-2.48163
,8,4.61914,-1.26679,0.00000,2.46710,-2.48032
,9,4.61820,-1.26753,0.00000,2.46618,-2.47890
,,,Z18,, X19,, Y19,, Z19,, X20
,1,0.00000,0.00000,-2.50757,0.00000,-2.47359
,2,0.00000,-0.00267,-2.50759,-0.00000,-2.47465
,3,0.00000,-0.00539,-2.50762,-0.00000,-2.47573
,4,0.00000,-0.00822,-2.50766,-0.00000,-2.47678
,5,0.00000,-0.01118,-2.50773,-0.00000,-2.47780
,6,0.00000,-0.01425,-2.50782,-0.00000,-2.47876
,7,0.00000,-0.01738,-2.50793,-0.00000,-2.47965
,8,0.00000,-0.02046,-2.50804,-0.00000,-2.48046
,9,0.00000,-0.02326,-2.50808,-0.00000,-2.48126
,,,Y20,, Z20,, X21,, Y21,, Z21
,1,-2.48723,-0.00000,-4.61986,-1.26659,-0.00000
,2,-2.48802,-0.00000,-4.61967,-1.26680,-0.00000
,3,-2.48884,-0.00000,-4.61954,-1.26700,-0.00000
,4,-2.48975,-0.00000,-4.61951,-1.26718,-0.00000
,5,-2.49078,-0.00000,-4.61964,-1.26730,-0.00000
,6,-2.49194,-0.00000,-4.61997,-1.26737,-0.00000
,7,-2.49323,-0.00000,-4.62055,-1.26737,-0.00000
,8,-2.49463,-0.00000,-4.62141,-1.26732,-0.00000
,9,-2.49611,-0.00000,-4.62258,-1.26727,-0.00000
,,,X22,, Y22,, Z22,, X23,, Y23
,1,-4.64714,1.22293,-0.00000,-2.49502,2.45813
,2,-4.64532,1.22223,-0.00000,-2.49446,2.45809
,3,-4.64348,1.22152,-0.00000,-2.49395,2.45804
,4,-4.64158,1.22079,-0.00000,-2.49348,2.45800
,5,-4.63962,1.22002,-0.00000,-2.49307,2.45798
,6,-4.63761,1.21921,-0.00000,-2.49274,2.45799
,7,-4.63557,1.21838,-0.00000,-2.49250,2.45801
,8,-4.63352,1.21756,-0.00000,-2.49237,2.45799
,9,-4.63153,1.21676,-0.00000,-2.49233,2.45783
,,,Z23,, X24,, Y24,, Z24,, X25
,1,-0.00000,-0.00000,2.15668,-0.86377,-0.00000
,2,0.00000,0.00461,2.15667,-0.86380,0.00462
,3,0.00000,0.00917,2.15664,-0.86387,0.00917
,4,0.00000,0.01360,2.15662,-0.86399,0.01360
,5,0.00000,0.01783,2.15663,-0.86416,0.01783
,6,0.00000,0.02177,2.15670,-0.86436,0.02177
,7,0.00000,0.02537,2.15685,-0.86458,0.02538
,8,0.00000,0.02860,2.15710,-0.86479,0.02860
,9,0.00000,0.03140,2.15749,-0.86500,0.03140
,,,Y25,, Z25
,1,2.15668,0.86377
,2,2.15667,0.86380
,3,2.15665,0.86387
,4,2.15662,0.86399
,5,2.15663,0.86416
,6,2.15670,0.86436
,7,2.15685,0.86458
,8,2.15710,0.86479
,9,2.15749,0.86500

